,hitparada,rok,tyden,pozice,album,interpret,interpret_hlavni,vydavatel
192801,CZ - ALBUMS CLASSICAL - TOP 10,2012,20,7,"Symfonie č. 9 Novosvětská, Te Deum",Čf/neumann,Čf,Supraphon
192802,CZ - ALBUMS CLASSICAL - TOP 10,2012,20,8,Dvořák - Stabat mater op. 58,Čf/sawallisch,Čf,Supraphon
192803,CZ - ALBUMS CLASSICAL - TOP 10,2012,20,9,Má vlast,Čf/smetáček,Čf,Supraphon
192804,CZ - ALBUMS CLASSICAL - TOP 10,2012,20,10,Má vlast - Bedřich Smetana,Pkf/jakub Hrůša,Pkf,Supraphon
192805,CZ - ALBUMS CLASSICAL - TOP 10,2012,21,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192806,CZ - ALBUMS CLASSICAL - TOP 10,2012,21,2,"Dvořák-Novosvětská, Smetana - Vltava",Čf/neumann,Čf,Supraphon
192807,CZ - ALBUMS CLASSICAL - TOP 10,2012,21,3,Má vlast,Čf/smetáček,Čf,Supraphon
192808,CZ - ALBUMS CLASSICAL - TOP 10,2012,21,4,Love And Longing (Ravel*Dvořák*Mahler),Magdalena Kožená,Magdalena Kožená,Universal Music
192809,CZ - ALBUMS CLASSICAL - TOP 10,2012,21,5,A. Dvořák - Slovanské tance,Čf/košler,Čf,Supraphon
192810,CZ - ALBUMS CLASSICAL - TOP 10,2012,21,6,Má vlast - B. Smetana,Čf/ančerl,Čf,Supraphon
192811,CZ - ALBUMS CLASSICAL - TOP 10,2012,21,7,Má vlast,Čf/kubelík,Čf,Supraphon
192812,CZ - ALBUMS CLASSICAL - TOP 10,2012,21,8,"Symfonie č. 9 Novosvětská, Te Deum",Čf/neumann,Čf,Supraphon
192813,CZ - ALBUMS CLASSICAL - TOP 10,2012,21,9,"Martinů, B. Symfonie č. 3, 4",Čf/bělohlávek,Čf,Supraphon
192814,CZ - ALBUMS CLASSICAL - TOP 10,2012,21,10,Dvořák v Americe,Různí,Různí,Supraphon
192815,CZ - ALBUMS CLASSICAL - TOP 10,2012,22,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192816,CZ - ALBUMS CLASSICAL - TOP 10,2012,22,2,Love And Longing (Ravel*Dvořák*Mahler),Magdalena Kožená,Magdalena Kožená,Universal Music
192817,CZ - ALBUMS CLASSICAL - TOP 10,2012,22,3,Live in Brussels,Ivan Moravec,Ivan Moravec,Supraphon
192818,CZ - ALBUMS CLASSICAL - TOP 10,2012,22,4,Martinů Bohuslav: Polní mše,Různí,Různí,Supraphon
192819,CZ - ALBUMS CLASSICAL - TOP 10,2012,22,5,"Martinů, B. Symfonie č. 3, 4",Čf/bělohlávek,Čf,Supraphon
192820,CZ - ALBUMS CLASSICAL - TOP 10,2012,22,6,"Chopin, F. Nokturna - Legendární na",Ivan Moravec,Ivan Moravec,Supraphon
192821,CZ - ALBUMS CLASSICAL - TOP 10,2012,22,7,Best Of Dvořák,Různí,Různí,Supraphon
192822,CZ - ALBUMS CLASSICAL - TOP 10,2012,22,8,Legend,Carreras José,Carreras José,Universal Music
192823,CZ - ALBUMS CLASSICAL - TOP 10,2012,22,9,Dvořák - Stabat mater op. 58,Čf/sawallisch,Čf,Supraphon
192824,CZ - ALBUMS CLASSICAL - TOP 10,2012,22,10,Fibich Zdeněk - Smyčcové kvartety,Panochovo Kvarteto,Panochovo Kvarteto,Supraphon
192825,CZ - ALBUMS CLASSICAL - TOP 10,2012,23,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192826,CZ - ALBUMS CLASSICAL - TOP 10,2012,23,2,Love And Longing (Ravel*Dvořák*Mahler),Magdalena Kožená,Magdalena Kožená,Universal Music
192827,CZ - ALBUMS CLASSICAL - TOP 10,2012,23,3,Má vlast,Čf/mackerras,Čf,Supraphon
192828,CZ - ALBUMS CLASSICAL - TOP 10,2012,23,4,Dvořák - Stabat mater op. 58,Čf/sawallisch,Čf,Supraphon
192829,CZ - ALBUMS CLASSICAL - TOP 10,2012,23,5,Král valčíků,Rieu Andre,Rieu Andre,Universal Music
192830,CZ - ALBUMS CLASSICAL - TOP 10,2012,23,6,Česká serenáda,Různí,Různí,Supraphon
192831,CZ - ALBUMS CLASSICAL - TOP 10,2012,23,7,Martinů Bohuslav: Polní mše,Různí,Různí,Supraphon
192832,CZ - ALBUMS CLASSICAL - TOP 10,2012,23,8,Portrait,Bogza Anda-louise,Bogza Anda-louise,Sony Music
192833,CZ - ALBUMS CLASSICAL - TOP 10,2012,23,9,Má vlast,Čf/kubelík,Čf,Supraphon
192834,CZ - ALBUMS CLASSICAL - TOP 10,2012,23,10,"Chopin, F. Nokturna - Legendární na",Ivan Moravec,Ivan Moravec,Supraphon
192835,CZ - ALBUMS CLASSICAL - TOP 10,2012,24,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192836,CZ - ALBUMS CLASSICAL - TOP 10,2012,24,2,Má vlast - Bedřich Smetana,Pkf/jakub Hrůša,Pkf,Supraphon
192837,CZ - ALBUMS CLASSICAL - TOP 10,2012,24,3,Love And Longing (Ravel*Dvořák*Mahler),Magdalena Kožená,Magdalena Kožená,Universal Music
192838,CZ - ALBUMS CLASSICAL - TOP 10,2012,24,4,"Classic, Acoustic & Folk",Lenka Filipová,Lenka Filipová,Universal Music
192839,CZ - ALBUMS CLASSICAL - TOP 10,2012,24,5,"Suk, J./Ravel, M. Smyčcové kvartety, Meditace na s",Panochovo Kvarteto,Panochovo Kvarteto,Supraphon
192840,CZ - ALBUMS CLASSICAL - TOP 10,2012,24,6,Má vlast,Čf/kubelík,Čf,Supraphon
192841,CZ - ALBUMS CLASSICAL - TOP 10,2012,24,7,Dvořák - Stabat mater op. 58,Čf/sawallisch,Čf,Supraphon
192842,CZ - ALBUMS CLASSICAL - TOP 10,2012,24,8,Král valčíků,Rieu Andre,Rieu Andre,Universal Music
192843,CZ - ALBUMS CLASSICAL - TOP 10,2012,24,9,"Martinů, B. Podivuhodný let, Kuchyňská revue, ...",Čf/hogwood,Čf,Supraphon
192844,CZ - ALBUMS CLASSICAL - TOP 10,2012,24,10,"Martinů, B. Koncerty pro hoboj, cembalo a klavír č",Čf/neumann,Čf,Supraphon
192845,CZ - ALBUMS CLASSICAL - TOP 10,2012,25,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192846,CZ - ALBUMS CLASSICAL - TOP 10,2012,25,2,Love And Longing (Ravel*Dvořák*Mahler),Magdalena Kožená,Magdalena Kožená,Universal Music
192847,CZ - ALBUMS CLASSICAL - TOP 10,2012,25,3,Dialogues,Schola Gregoriana Pragensis,Schola Gregoriana Pragensis,Supraphon
192848,CZ - ALBUMS CLASSICAL - TOP 10,2012,25,4,Má vlast - B. Smetana,Čf/ančerl,Čf,Supraphon
192849,CZ - ALBUMS CLASSICAL - TOP 10,2012,25,5,"Classic, Acoustic & Folk",Lenka Filipová,Lenka Filipová,Universal Music
192850,CZ - ALBUMS CLASSICAL - TOP 10,2012,25,6,Live in Brussels,Ivan Moravec,Ivan Moravec,Supraphon
192851,CZ - ALBUMS CLASSICAL - TOP 10,2012,25,7,"Chopin, F. Nokturna - Legendární na",Ivan Moravec,Ivan Moravec,Supraphon
192852,CZ - ALBUMS CLASSICAL - TOP 10,2012,25,8,Král valčíků,Rieu Andre,Rieu Andre,Universal Music
192853,CZ - ALBUMS CLASSICAL - TOP 10,2012,25,9,Concertino,Lenka Filipová,Lenka Filipová,Supraphon
192854,CZ - ALBUMS CLASSICAL - TOP 10,2012,25,10,Má vlast,Čf/kubelík,Čf,Supraphon
192855,CZ - ALBUMS CLASSICAL - TOP 10,2012,26,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192856,CZ - ALBUMS CLASSICAL - TOP 10,2012,26,2,Love And Longing (Ravel*Dvořák*Mahler),Magdalena Kožená,Magdalena Kožená,Universal Music
192857,CZ - ALBUMS CLASSICAL - TOP 10,2012,26,3,Král valčíků,Rieu Andre,Rieu Andre,Universal Music
192858,CZ - ALBUMS CLASSICAL - TOP 10,2012,26,4,"Classic, Acoustic & Folk",Lenka Filipová,Lenka Filipová,Universal Music
192859,CZ - ALBUMS CLASSICAL - TOP 10,2012,26,5,Dvořák - Smyčcové kvartety - komplet,Pražákovo Kvarteto,Pražákovo Kvarteto,Universal Music
192860,CZ - ALBUMS CLASSICAL - TOP 10,2012,26,6,České klasické hity,Různí,Různí,Supraphon
192861,CZ - ALBUMS CLASSICAL - TOP 10,2012,26,7,"Martinů, B. Koncerty pro hoboj, cembalo a klavír č",Čf/neumann,Čf,Supraphon
192862,CZ - ALBUMS CLASSICAL - TOP 10,2012,26,8,Dvořák - Stabat mater op. 58,Čf/sawallisch,Čf,Supraphon
192863,CZ - ALBUMS CLASSICAL - TOP 10,2012,26,9,"Martinů B. Symfonie č. 5, 6",Čf/bělohlávek,Čf,Supraphon
192864,CZ - ALBUMS CLASSICAL - TOP 10,2012,26,10,"Symfonie č. 9 Novosvětská, Te Deum",Čf/neumann,Čf,Supraphon
192865,CZ - ALBUMS CLASSICAL - TOP 10,2012,27,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192866,CZ - ALBUMS CLASSICAL - TOP 10,2012,27,2,"Classic, Acoustic & Folk",Lenka Filipová,Lenka Filipová,Universal Music
192867,CZ - ALBUMS CLASSICAL - TOP 10,2012,27,3,Česká serenáda,Různí,Různí,Supraphon
192868,CZ - ALBUMS CLASSICAL - TOP 10,2012,27,4,Martinů Bohuslav: Polní mše,Různí,Různí,Supraphon
192869,CZ - ALBUMS CLASSICAL - TOP 10,2012,27,5,"Dvořák, A. - Serenáda E dur, Česká suita",Pražský Komorní Orchestr,Pražský Komorní Orchestr,Supraphon
192870,CZ - ALBUMS CLASSICAL - TOP 10,2012,27,6,Král valčíků,Rieu Andre,Rieu Andre,Universal Music
192871,CZ - ALBUMS CLASSICAL - TOP 10,2012,27,7,"Ančerl Gold Edition 34 Martinů, B. Symfonie č. 5..",Čf/ančerl,Čf,Supraphon
192872,CZ - ALBUMS CLASSICAL - TOP 10,2012,27,8,Concertino,Lenka Filipová,Lenka Filipová,Supraphon
192873,CZ - ALBUMS CLASSICAL - TOP 10,2012,27,9,"Martinů, B. Symfonie č. 1 - 6",Sočr/válek,Sočr,Supraphon
192874,CZ - ALBUMS CLASSICAL - TOP 10,2012,27,10,Live in Brussels,Ivan Moravec,Ivan Moravec,Supraphon
192875,CZ - ALBUMS CLASSICAL - TOP 10,2012,28,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192876,CZ - ALBUMS CLASSICAL - TOP 10,2012,28,2,Best Of Janáček,Různí,Různí,Supraphon
192877,CZ - ALBUMS CLASSICAL - TOP 10,2012,28,3,Král valčíků,Rieu Andre,Rieu Andre,Universal Music
192878,CZ - ALBUMS CLASSICAL - TOP 10,2012,28,4,"Classic, Acoustic & Folk",Lenka Filipová,Lenka Filipová,Universal Music
192879,CZ - ALBUMS CLASSICAL - TOP 10,2012,28,5,Mozart v Praze,Různí,Různí,Supraphon
192880,CZ - ALBUMS CLASSICAL - TOP 10,2012,28,6,"Martinů, B. Koncerty pro hoboj, cembalo a klavír č",Čf/neumann,Čf,Supraphon
192881,CZ - ALBUMS CLASSICAL - TOP 10,2012,28,7,"Chopin, F. Nokturna - Legendární na",Ivan Moravec,Ivan Moravec,Supraphon
192882,CZ - ALBUMS CLASSICAL - TOP 10,2012,28,8,Love And Longing (Ravel*Dvořák*Mahler),Magdalena Kožená,Magdalena Kožená,Universal Music
192883,CZ - ALBUMS CLASSICAL - TOP 10,2012,28,9,Adriana Lecouvreur   DVD,Cilea Francesco,Cilea Francesco,Universal Music
192884,CZ - ALBUMS CLASSICAL - TOP 10,2012,28,10,"Martinů, B. Otvírání studánek, Legenda z dýmu ...",Různí,Různí,Supraphon
192885,CZ - ALBUMS CLASSICAL - TOP 10,2012,29,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192886,CZ - ALBUMS CLASSICAL - TOP 10,2012,29,2,"Classic, Acoustic & Folk",Lenka Filipová,Lenka Filipová,Universal Music
192887,CZ - ALBUMS CLASSICAL - TOP 10,2012,29,3,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
192888,CZ - ALBUMS CLASSICAL - TOP 10,2012,29,4,Love And Longing (Ravel*Dvořák*Mahler),Magdalena Kožená,Magdalena Kožená,Universal Music
192889,CZ - ALBUMS CLASSICAL - TOP 10,2012,29,5,Má vlast - B. Smetana,Čf/ančerl,Čf,Supraphon
192890,CZ - ALBUMS CLASSICAL - TOP 10,2012,29,6,Král valčíků,Rieu Andre,Rieu Andre,Universal Music
192891,CZ - ALBUMS CLASSICAL - TOP 10,2012,29,7,"Smetana, B. Vltava / Dvořák, A. Symfonie č. 9 e mo",Čf/ančerl,Čf,Supraphon
192892,CZ - ALBUMS CLASSICAL - TOP 10,2012,29,8,Má vlast,Čf/kubelík,Čf,Supraphon
192893,CZ - ALBUMS CLASSICAL - TOP 10,2012,29,9,Arie,Kožená/bach,Kožená,Universal Music
192894,CZ - ALBUMS CLASSICAL - TOP 10,2012,29,10,"Chopin, F. Nokturna - Legendární na",Ivan Moravec,Ivan Moravec,Supraphon
192625,CZ - ALBUMS CLASSICAL - TOP 10,2012,3,1,Sporcelain,Pavel Šporcl,Pavel Šporcl,Warner Music
192626,CZ - ALBUMS CLASSICAL - TOP 10,2012,3,2,Patrícia Janečková,Janečková Patrícia,Janečková Patrícia,Bontonfilm
192627,CZ - ALBUMS CLASSICAL - TOP 10,2012,3,3,3 Tenors / 20th. Anniversary,3 Tenors,3 Tenors,Universal Music
192628,CZ - ALBUMS CLASSICAL - TOP 10,2012,3,4,Novoroční koncert 2012,Jansons Mariss,Jansons Mariss,Sony Music
192629,CZ - ALBUMS CLASSICAL - TOP 10,2012,3,5,"Dvořák, A. Smyčcové kvartety G dur, op. 106 ...",Pavel Haas Quartet,Pavel Haas Quartet,Supraphon
192630,CZ - ALBUMS CLASSICAL - TOP 10,2012,3,6,Sacrificium,Cecilia Bartoli,Cecilia Bartoli,Universal Music
192631,CZ - ALBUMS CLASSICAL - TOP 10,2012,3,7,"Classic, Acoustic & Folk",Lenka Filipová,Lenka Filipová,Universal Music
192632,CZ - ALBUMS CLASSICAL - TOP 10,2012,3,8,Arie,Kožená/bach,Kožená,Universal Music
192633,CZ - ALBUMS CLASSICAL - TOP 10,2012,3,9,Best Of Bach,Různí,Různí,Supraphon
192634,CZ - ALBUMS CLASSICAL - TOP 10,2012,3,10,Má vlast,Čf/kubelík,Čf,Supraphon
192895,CZ - ALBUMS CLASSICAL - TOP 10,2012,30,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192896,CZ - ALBUMS CLASSICAL - TOP 10,2012,30,2,Sporcelain,Pavel Šporcl,Pavel Šporcl,Warner Music
192897,CZ - ALBUMS CLASSICAL - TOP 10,2012,30,3,Má vlast - Bedřich Smetana,Pkf/jakub Hrůša,Pkf,Supraphon
192898,CZ - ALBUMS CLASSICAL - TOP 10,2012,30,4,Dialogues,Schola Gregoriana Pragensis,Schola Gregoriana Pragensis,Supraphon
192899,CZ - ALBUMS CLASSICAL - TOP 10,2012,30,5,Má vlast,Čf/kubelík,Čf,Supraphon
192900,CZ - ALBUMS CLASSICAL - TOP 10,2012,30,6,Antonín Dvořák - Slovanské tance,Čf/neumann,Čf,Supraphon
192901,CZ - ALBUMS CLASSICAL - TOP 10,2012,30,7,"Dvořák-Novosvětská, Smetana - Vltava",Čf/neumann,Čf,Supraphon
192902,CZ - ALBUMS CLASSICAL - TOP 10,2012,30,8,Dvořák Antonín - Kompletní symfonie ...,Čf/neumann,Čf,Supraphon
192903,CZ - ALBUMS CLASSICAL - TOP 10,2012,30,9,"Dvořák, A. Písně / Biblické písně, Cigánské melodi",Různí,Různí,Supraphon
192904,CZ - ALBUMS CLASSICAL - TOP 10,2012,30,10,Bohemian Impressions,Čf/bělohlávek;neumann;pešek,Čf,Supraphon
192905,CZ - ALBUMS CLASSICAL - TOP 10,2012,31,1,"Dvořák - Symfonie 8,9",Čf/mackerras,Čf,Supraphon
192906,CZ - ALBUMS CLASSICAL - TOP 10,2012,31,2,Má vlast - Bedřich Smetana,Pkf/jakub Hrůša,Pkf,Supraphon
192907,CZ - ALBUMS CLASSICAL - TOP 10,2012,31,3,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192908,CZ - ALBUMS CLASSICAL - TOP 10,2012,31,4,Love And Longing (Ravel*Dvořák*Mahler),Magdalena Kožená,Magdalena Kožená,Universal Music
192909,CZ - ALBUMS CLASSICAL - TOP 10,2012,31,5,Sólo pro krále,Semerádová Jana,Semerádová Jana,Supraphon
192910,CZ - ALBUMS CLASSICAL - TOP 10,2012,31,6,Sporcelain,Pavel Šporcl,Pavel Šporcl,Warner Music
192911,CZ - ALBUMS CLASSICAL - TOP 10,2012,31,7,Smetana - Greatest Hits,Různí,Různí,Supraphon
192912,CZ - ALBUMS CLASSICAL - TOP 10,2012,31,8,Slovanské tance/A. Dvořák,Čf/mackerras,Čf,Supraphon
192913,CZ - ALBUMS CLASSICAL - TOP 10,2012,31,9,"Dvořák-Novosvětská, Smetana - Vltava",Čf/neumann,Čf,Supraphon
192914,CZ - ALBUMS CLASSICAL - TOP 10,2012,31,10,"Chopin, F. Nokturna - Legendární na",Ivan Moravec,Ivan Moravec,Supraphon
192915,CZ - ALBUMS CLASSICAL - TOP 10,2012,32,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192916,CZ - ALBUMS CLASSICAL - TOP 10,2012,32,2,Love And Longing (Ravel*Dvořák*Mahler),Magdalena Kožená,Magdalena Kožená,Universal Music
192917,CZ - ALBUMS CLASSICAL - TOP 10,2012,32,3,"Symfonie č. 9 Novosvětská, Te Deum",Čf/neumann,Čf,Supraphon
192918,CZ - ALBUMS CLASSICAL - TOP 10,2012,32,4,Concertino,Lenka Filipová,Lenka Filipová,Supraphon
192919,CZ - ALBUMS CLASSICAL - TOP 10,2012,32,5,Legend,Carreras José,Carreras José,Universal Music
192920,CZ - ALBUMS CLASSICAL - TOP 10,2012,32,6,"Janáček Leoš: Z mrtvého domu, Příhody lišky ...",Fok/bělohlávek,Fok,Supraphon
192921,CZ - ALBUMS CLASSICAL - TOP 10,2012,32,7,Má vlast - B. Smetana,Čf/ančerl,Čf,Supraphon
192922,CZ - ALBUMS CLASSICAL - TOP 10,2012,32,8,"Bach, J.S. Braniborské koncerty",Musica Florea,Musica Florea,Supraphon
192923,CZ - ALBUMS CLASSICAL - TOP 10,2012,32,9,Česká serenáda,Různí,Různí,Supraphon
192924,CZ - ALBUMS CLASSICAL - TOP 10,2012,32,10,Dvořák Antonín - Kompletní symfonie ...,Čf/neumann,Čf,Supraphon
192925,CZ - ALBUMS CLASSICAL - TOP 10,2012,33,1,Mozart W. A. - Don Giovanni - pražská verze,Pko/l. Pešek & Sbor Nd V Praze/m. Malý,Pko,Supraphon
192926,CZ - ALBUMS CLASSICAL - TOP 10,2012,33,2,Má vlast - Bedřich Smetana,Pkf/jakub Hrůša,Pkf,Supraphon
192927,CZ - ALBUMS CLASSICAL - TOP 10,2012,33,3,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192928,CZ - ALBUMS CLASSICAL - TOP 10,2012,33,4,Love And Longing (Ravel*Dvořák*Mahler),Magdalena Kožená,Magdalena Kožená,Universal Music
192929,CZ - ALBUMS CLASSICAL - TOP 10,2012,33,5,Má vlast,Čf/kubelík,Čf,Supraphon
192930,CZ - ALBUMS CLASSICAL - TOP 10,2012,33,6,Smetana Bedřich - Libuše,Různí,Různí,Supraphon
192931,CZ - ALBUMS CLASSICAL - TOP 10,2012,33,7,Don Giovanni,Mozart / Bohm,Mozart,Universal Music
192932,CZ - ALBUMS CLASSICAL - TOP 10,2012,33,8,"Smetana, B. Smyčcové kvartety č. 1, 2",Panochovo Kvarteto,Panochovo Kvarteto,Supraphon
192933,CZ - ALBUMS CLASSICAL - TOP 10,2012,33,9,České klasické hity,Různí,Různí,Supraphon
192934,CZ - ALBUMS CLASSICAL - TOP 10,2012,33,10,"Houslové koncerty (Strauss, Korngold)",Pavel Šporcl,Pavel Šporcl,Supraphon
192935,CZ - ALBUMS CLASSICAL - TOP 10,2012,34,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192936,CZ - ALBUMS CLASSICAL - TOP 10,2012,34,2,Mozart v Praze,Různí,Různí,Supraphon
192937,CZ - ALBUMS CLASSICAL - TOP 10,2012,34,3,"Bach, J.S. Braniborské koncerty",Musica Florea,Musica Florea,Supraphon
192938,CZ - ALBUMS CLASSICAL - TOP 10,2012,34,4,Má vlast,Čf/kubelík,Čf,Supraphon
192939,CZ - ALBUMS CLASSICAL - TOP 10,2012,34,5,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
192940,CZ - ALBUMS CLASSICAL - TOP 10,2012,34,6,Concertino,Lenka Filipová,Lenka Filipová,Supraphon
192941,CZ - ALBUMS CLASSICAL - TOP 10,2012,34,7,"Chopin, F. Nokturna - Legendární na",Ivan Moravec,Ivan Moravec,Supraphon
192942,CZ - ALBUMS CLASSICAL - TOP 10,2012,34,8,Gipsy Way,Pavel Šporcl,Pavel Šporcl,Supraphon
192943,CZ - ALBUMS CLASSICAL - TOP 10,2012,34,9,Live 1939 - Smetana - Má vlast,Talich Václav/česká Filharmonie,Talich Václav,Supraphon
192944,CZ - ALBUMS CLASSICAL - TOP 10,2012,34,10,"Dvořák-Novosvětská, Smetana - Vltava",Čf/neumann,Čf,Supraphon
192945,CZ - ALBUMS CLASSICAL - TOP 10,2012,35,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192946,CZ - ALBUMS CLASSICAL - TOP 10,2012,35,2,Má vlast,Čf/kubelík,Čf,Supraphon
192947,CZ - ALBUMS CLASSICAL - TOP 10,2012,35,3,Má vlast - Bedřich Smetana,Pkf/jakub Hrůša,Pkf,Supraphon
192948,CZ - ALBUMS CLASSICAL - TOP 10,2012,35,4,Dvořák/Suk - Díla pro housle a klavír,Šporcl/jiříkovský,Šporcl,Supraphon
192949,CZ - ALBUMS CLASSICAL - TOP 10,2012,35,5,Love And Longing (Ravel*Dvořák*Mahler),Magdalena Kožená,Magdalena Kožená,Universal Music
192950,CZ - ALBUMS CLASSICAL - TOP 10,2012,35,6,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
192951,CZ - ALBUMS CLASSICAL - TOP 10,2012,35,7,"Dvořák-Novosvětská, Smetana - Vltava",Čf/neumann,Čf,Supraphon
192952,CZ - ALBUMS CLASSICAL - TOP 10,2012,35,8,Concertino,Lenka Filipová,Lenka Filipová,Supraphon
192953,CZ - ALBUMS CLASSICAL - TOP 10,2012,35,9,"Chopin, F. Nokturna - Legendární na",Ivan Moravec,Ivan Moravec,Supraphon
192954,CZ - ALBUMS CLASSICAL - TOP 10,2012,35,10,Dialogues,Schola Gregoriana Pragensis,Schola Gregoriana Pragensis,Supraphon
192955,CZ - ALBUMS CLASSICAL - TOP 10,2012,36,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192956,CZ - ALBUMS CLASSICAL - TOP 10,2012,36,2,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
192957,CZ - ALBUMS CLASSICAL - TOP 10,2012,36,3,Má vlast,Čf/kubelík,Čf,Supraphon
192958,CZ - ALBUMS CLASSICAL - TOP 10,2012,36,4,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
192959,CZ - ALBUMS CLASSICAL - TOP 10,2012,36,5,Mozart W. A. - Don Giovanni - pražská verze,Pko/l. Pešek & Sbor Nd V Praze/m. Malý,Pko,Supraphon
192960,CZ - ALBUMS CLASSICAL - TOP 10,2012,36,6,Benda F.:Houslové koncerty z drážďanských archívů,Ženatý Ivan,Ženatý Ivan,Supraphon
192961,CZ - ALBUMS CLASSICAL - TOP 10,2012,36,7,Legend,Carreras José,Carreras José,Universal Music
192962,CZ - ALBUMS CLASSICAL - TOP 10,2012,36,8,Bohemian Impressions,Čf/bělohlávek;neumann;pešek,Čf,Supraphon
192963,CZ - ALBUMS CLASSICAL - TOP 10,2012,36,9,Smetana - Prodaná nevěsta   DVD,Čf/košler,Čf,Supraphon
192964,CZ - ALBUMS CLASSICAL - TOP 10,2012,36,10,Best Of Bach,Různí,Různí,Supraphon
192965,CZ - ALBUMS CLASSICAL - TOP 10,2012,37,1,Má vlast - Bedřich Smetana,Pkf/jakub Hrůša,Pkf,Supraphon
192966,CZ - ALBUMS CLASSICAL - TOP 10,2012,37,2,Martinů Bohuslav: Suita z Julietty,Různí,Různí,Supraphon
192967,CZ - ALBUMS CLASSICAL - TOP 10,2012,37,3,"Martinů, B. Podivuhodný let, Kuchyňská revue, ...",Čf/hogwood,Čf,Supraphon
192968,CZ - ALBUMS CLASSICAL - TOP 10,2012,37,4,"Dvořák - Symfonie 8,9",Čf/mackerras,Čf,Supraphon
192969,CZ - ALBUMS CLASSICAL - TOP 10,2012,37,5,Love And Longing (Ravel*Dvořák*Mahler),Magdalena Kožená,Magdalena Kožená,Universal Music
192970,CZ - ALBUMS CLASSICAL - TOP 10,2012,37,6,České zpěvy vánoční,Musica Bohemica,Musica Bohemica,Supraphon
192971,CZ - ALBUMS CLASSICAL - TOP 10,2012,37,7,Má vlast - B. Smetana,Čf/ančerl,Čf,Supraphon
192972,CZ - ALBUMS CLASSICAL - TOP 10,2012,37,8,Má vlast,Čf/kubelík,Čf,Supraphon
192973,CZ - ALBUMS CLASSICAL - TOP 10,2012,37,9,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
192974,CZ - ALBUMS CLASSICAL - TOP 10,2012,37,10,Smetana - Prodaná nevěsta   DVD,Čf/košler,Čf,Supraphon
192975,CZ - ALBUMS CLASSICAL - TOP 10,2012,38,1,Vivaldianno MMXII,Svěcený J./dvořák M.,Svěcený J.,Universal Music
192976,CZ - ALBUMS CLASSICAL - TOP 10,2012,38,2,Love And Longing (Ravel*Dvořák*Mahler),Magdalena Kožená,Magdalena Kožená,Universal Music
192977,CZ - ALBUMS CLASSICAL - TOP 10,2012,38,3,Musique De La Chapelle Royale - Versailles,Různí,Různí,Warner Music
192978,CZ - ALBUMS CLASSICAL - TOP 10,2012,38,4,České zpěvy vánoční,Musica Bohemica,Musica Bohemica,Supraphon
192979,CZ - ALBUMS CLASSICAL - TOP 10,2012,38,5,Legend,Carreras José,Carreras José,Universal Music
192980,CZ - ALBUMS CLASSICAL - TOP 10,2012,38,6,Vivaldi - Árie,Magdalena Kožená,Magdalena Kožená,Universal Music
192981,CZ - ALBUMS CLASSICAL - TOP 10,2012,38,7,Má vlast - Bedřich Smetana,Pkf/jakub Hrůša,Pkf,Supraphon
192982,CZ - ALBUMS CLASSICAL - TOP 10,2012,38,8,Sólo pro krále,Semerádová Jana,Semerádová Jana,Supraphon
192983,CZ - ALBUMS CLASSICAL - TOP 10,2012,38,9,"Smetana, B. Vltava / Dvořák, A. Symfonie č. 9 e mo",Čf/ančerl,Čf,Supraphon
192984,CZ - ALBUMS CLASSICAL - TOP 10,2012,38,10,Dvořák Antonín - Symfonie 1 - 9 komplet,Čf/neumann,Čf,Supraphon
192985,CZ - ALBUMS CLASSICAL - TOP 10,2012,39,1,Mission,Cecilia Bartoli,Cecilia Bartoli,Universal Music
